tipo,arquivo,classe,confianca,x1,y1,x2,y2,frame
imagem,Aratinga cactorum_370_0.jpg,Aratinga cactorum,0.9626878499984741,48,44,255,290,
imagem,Aratinga_cactorum_174_0.jpg,Aratinga cactorum,0.9236742258071899,84,91,550,390,
imagem,Aratinga_cactorum_180_1.jpg,Aratinga cactorum,0.9795984625816345,95,89,261,552,
imagem,Aratinga_cactorum_228_0.jpg,Aratinga cactorum,0.973773717880249,92,88,381,551,
imagem,Aratinga_cactorum_237_0.jpg,Aratinga cactorum,0.9179330468177795,29,30,83,172,
imagem,Aratinga_cactorum_254_0.jpg,Aratinga cactorum,0.9809907674789429,91,87,422,534,
imagem,Aratinga_cactorum_26_0.jpg,Aratinga cactorum,0.9812497496604919,96,86,414,550,
imagem,Aratinga_cactorum_299_0.jpg,Aratinga cactorum,0.6942593455314636,97,91,238,552,
imagem,Aratinga_cactorum_313_0.jpg,Aratinga cactorum,0.8300222158432007,86,93,554,379,
imagem,Aratinga_cactorum_61_0.jpg,Aratinga cactorum,0.9670798182487488,95,87,258,547,
imagem,Aratinga_cactorum_74_0.jpg,Aratinga cactorum,0.7561838626861572,85,91,551,470,
imagem,Black-bellied Whistling-duck Dendrocygna autumnalis_279_1.jpg,Dendrocygna autumnalis,0.9833438992500305,44,43,250,261,
imagem,Black-bellied Whistling-duck Dendrocygna autumnalis_785_1.jpg,Dendrocygna autumnalis,0.9377456307411194,209,32,377,144,
imagem,Black-bellied Whistling-duck Dendrocygna autumnalis_785_1.jpg,Dendrocygna autumnalis,0.725972592830658,32,43,199,144,
imagem,Black-bellied_Whistling-duck_Dendrocygna_autumnalis_105_0.jpg,Dendrocygna autumnalis,0.9297793507575989,42,44,261,255,
imagem,Black-bellied_Whistling-duck_Dendrocygna_autumnalis_105_0.jpg,Dendrocygna autumnalis,0.641284167766571,268,128,578,278,
imagem,Black-bellied_Whistling-duck_Dendrocygna_autumnalis_134_0.jpg,Dendrocygna autumnalis,0.7722043395042419,54,55,317,330,
imagem,Black-bellied_Whistling-duck_Dendrocygna_autumnalis_148_0.jpg,Dendrocygna autumnalis,0.9912607073783875,88,91,550,500,
imagem,Black-bellied_Whistling-duck_Dendrocygna_autumnalis_151_0.jpg,Dendrocygna autumnalis,0.9793614745140076,337,83,592,230,
imagem,Black-bellied_Whistling-duck_Dendrocygna_autumnalis_151_0.jpg,Dendrocygna autumnalis,0.94293612241745,62,126,373,263,
imagem,Black-bellied_Whistling-duck_Dendrocygna_autumnalis_171_0.jpg,Dendrocygna autumnalis,0.9333948493003845,41,160,220,359,
imagem,Black-bellied_Whistling-duck_Dendrocygna_autumnalis_171_0.jpg,Dendrocygna autumnalis,0.9271712899208069,138,52,375,263,
imagem,Black-bellied_Whistling-duck_Dendrocygna_autumnalis_171_0.jpg,Dendrocygna autumnalis,0.517848014831543,387,110,590,345,
imagem,Black-bellied_Whistling-duck_Dendrocygna_autumnalis_176_0.jpg,Caracara plancus,0.8442389369010925,83,82,514,433,
imagem,Black-bellied_Whistling-duck_Dendrocygna_autumnalis_180_0.jpg,Dendrocygna autumnalis,0.976525604724884,38,211,240,408,
imagem,Black-bellied_Whistling-duck_Dendrocygna_autumnalis_180_0.jpg,Dendrocygna autumnalis,0.949524998664856,226,43,371,303,
imagem,Black-bellied_Whistling-duck_Dendrocygna_autumnalis_180_0.jpg,Dendrocygna autumnalis,0.911002516746521,153,237,386,379,
imagem,Black-bellied_Whistling-duck_Dendrocygna_autumnalis_252_0.jpg,Dendrocygna autumnalis,0.984872579574585,81,63,570,291,
imagem,Black-bellied_Whistling-duck_Dendrocygna_autumnalis_254_0.jpg,Dendrocygna autumnalis,0.8020443916320801,126,274,380,420,
imagem,Black-bellied_Whistling-duck_Dendrocygna_autumnalis_254_0.jpg,Dendrocygna autumnalis,0.7794212102890015,423,243,561,409,
imagem,Black-bellied_Whistling-duck_Dendrocygna_autumnalis_254_0.jpg,Dendrocygna autumnalis,0.6747859120368958,196,56,396,361,
imagem,Black-bellied_Whistling-duck_Dendrocygna_autumnalis_27_0.jpg,Dendrocygna autumnalis,0.938717246055603,47,81,300,234,
imagem,Black-bellied_Whistling-duck_Dendrocygna_autumnalis_27_0.jpg,Dendrocygna autumnalis,0.4594687819480896,321,51,591,206,
imagem,Black-bellied_Whistling-duck_Dendrocygna_autumnalis_28_0.jpg,Dendrocygna autumnalis,0.9730584025382996,52,51,226,334,
imagem,Black-bellied_Whistling-duck_Dendrocygna_autumnalis_28_0.jpg,Dendrocygna autumnalis,0.9656155109405518,191,66,381,345,
imagem,Black-bellied_Whistling-duck_Dendrocygna_autumnalis_29_0.jpg,Dendrocygna autumnalis,0.9852851033210754,54,58,333,207,
imagem,Black-bellied_Whistling-duck_Dendrocygna_autumnalis_62_1.jpg,Dendrocygna autumnalis,0.9834179282188416,89,87,464,546,
imagem,Black-bellied_Whistling-duck_Dendrocygna_autumnalis_7_1.jpg,Dendrocygna autumnalis,0.9896553754806519,83,91,551,344,
imagem,b_g_Schistochlamys_ruficapillus_73_0.jpg,Euphonia chlorotica,0.7945601940155029,475,0,750,446,
imagem,Calliphlox amethystina_102_0.jpg,Calliphlox amethystina,0.9883043766021729,87,88,547,511,
imagem,Calliphlox amethystina_695_0.jpg,Calliphlox amethystina,0.9893009066581726,86,92,548,359,
imagem,Calliphlox amethystina_937_0.jpg,Calliphlox amethystina,0.9787017107009888,61,56,375,200,
imagem,Calliphlox_amethystina_111_0.jpg,Calliphlox amethystina,0.9881131052970886,90,91,531,537,
imagem,Calliphlox_amethystina_117_0.jpg,Calliphlox amethystina,0.9867050051689148,91,90,347,548,
imagem,Calliphlox_amethystina_190_0.jpg,Calliphlox amethystina,0.9735757112503052,95,92,551,311,
imagem,Calliphlox_amethystina_197_0.jpg,Calliphlox amethystina,0.9846856594085693,93,89,479,554,
imagem,Calliphlox_amethystina_205_0.jpg,Calliphlox amethystina,0.9788953065872192,91,99,436,556,
imagem,Calliphlox_amethystina_210_0.jpg,Calliphlox amethystina,0.9802000522613525,94,94,410,552,
imagem,Calliphlox_amethystina_221_0.jpg,Calliphlox amethystina,0.9607123732566833,76,76,472,370,
imagem,Calliphlox_amethystina_24_0.jpg,Calliphlox amethystina,0.9723520874977112,88,89,550,350,
imagem,Calliphlox_amethystina_278_0.jpg,Calliphlox amethystina,0.9825769066810608,90,86,413,550,
imagem,Calliphlox_amethystina_310_0.jpg,Calliphlox amethystina,0.9889547824859619,92,85,430,554,
imagem,Calliphlox_amethystina_330_0.jpg,Calliphlox amethystina,0.9868834614753723,89,90,551,353,
imagem,Calliphlox_amethystina_89_0.jpg,Calliphlox amethystina,0.9820630550384521,76,73,302,458,
imagem,Caracara plancus_391_0.jpg,Caracara plancus,0.9503668546676636,92,89,553,481,
imagem,Caracara plancus_561_0.jpg,Caracara plancus,0.9637248516082764,356,75,569,435,
imagem,Caracara plancus_561_0.jpg,Caracara plancus,0.9408965110778809,78,75,416,466,
imagem,Caracara plancus_647_0.jpg,Caracara plancus,0.9796992540359497,93,88,387,545,
imagem,Caracara_plancus_215_0.jpg,Caracara plancus,0.9639657139778137,92,89,398,549,
imagem,Caracara_plancus_303_0.jpg,Caracara plancus,0.6503610014915466,90,93,553,341,
imagem,Caracara_plancus_30_0.jpg,Caracara plancus,0.970928966999054,93,92,287,547,
imagem,Cathartes aura_782_0.jpg,Cathartes burrovianus,0.9257541298866272,93,86,515,552,
imagem,Cathartes burrovianus_198_0.jpg,Cathartes burrovianus,0.9759269952774048,62,61,215,374,
imagem,Cathartes burrovianus_494_0.jpg,Cathartes burrovianus,0.9207141995429993,91,89,426,552,
imagem,Cathartes burrovianus_54_0.jpg,Cathartes burrovianus,0.9722292423248291,87,89,549,418,
imagem,Cathartes_aura_122_0.jpg,Cathartes aura,0.9806190729141235,92,86,320,554,
imagem,Cathartes_aura_15_0.jpg,Cathartes aura,0.980837881565094,94,86,450,553,
imagem,Cathartes_aura_235_0.jpg,Cathartes burrovianus,0.9902136921882629,87,89,550,344,
imagem,Cathartes_aura_41_0.jpg,Cathartes aura,0.6760589480400085,84,88,541,417,
imagem,Cathartes_burrovianus_125_0.jpg,Cathartes burrovianus,0.9823614954948425,88,89,551,427,
imagem,Cathartes_burrovianus_153_0.jpg,Cathartes burrovianus,0.7701600790023804,92,89,364,552,
imagem,Cathartes_burrovianus_311_0.jpg,Cathartes burrovianus,0.9782545566558838,94,49,492,550,
imagem,Cathartes_burrovianus_7_0.jpg,Cathartes burrovianus,0.9885700345039368,90,90,551,381,
imagem,Cathartes_burrovianus_87_0.jpg,Cathartes burrovianus,0.9582271575927734,91,89,474,553,
imagem,Cathartes_burrovianus_96_0.jpg,Cathartes burrovianus,0.9812652468681335,91,89,526,555,
imagem,Chlorostilbon lucidus_188_0.jpg,Chlorostilbon lucidus,0.988709032535553,82,79,423,483,
imagem,Chlorostilbon lucidus_601_0.jpg,Chlorostilbon lucidus,0.9636287689208984,59,64,411,202,
imagem,Chlorostilbon lucidus_984_0.jpg,Chlorostilbon lucidus,0.9571775197982788,51,47,282,303,
imagem,Chlorostilbon_lucidus_142_0.jpg,Chlorostilbon lucidus,0.9831956028938293,86,93,552,330,
imagem,Chlorostilbon_lucidus_192_0.jpg,Chlorostilbon lucidus,0.9945013523101807,94,90,349,551,
imagem,Chlorostilbon_lucidus_197_0.jpg,Chlorostilbon lucidus,0.9823384881019592,81,81,469,496,
imagem,Chlorostilbon_lucidus_215_0.jpg,Chlorostilbon lucidus,0.9730904698371887,74,70,327,449,
imagem,Chlorostilbon_lucidus_237_0.jpg,Chlorostilbon lucidus,0.9891854524612427,89,90,554,450,
imagem,Chlorostilbon_lucidus_280_0.jpg,Chlorostilbon lucidus,0.964103102684021,90,92,554,498,
imagem,Chlorostilbon_lucidus_28_0.jpg,Chlorostilbon lucidus,0.9614078998565674,94,85,398,549,
imagem,Chlorostilbon_lucidus_93_0.jpg,Chlorostilbon lucidus,0.9708883166313171,84,89,554,468,
imagem,Chrysolampis mosquitus_485_0.jpg,Chrysolampis mosquitus,0.9933562278747559,80,80,283,469,
imagem,Chrysolampis mosquitus_871_0.jpg,Chrysolampis mosquitus,0.904651403427124,70,68,187,431,
imagem,Chrysolampis_mosquitus_128_0.jpg,Chrysolampis mosquitus,0.9944729208946228,91,91,383,545,
imagem,Chrysolampis_mosquitus_154_0.jpg,Chrysolampis mosquitus,0.6582366824150085,51,46,265,288,
imagem,Chrysolampis_mosquitus_206_0.jpg,Chrysolampis mosquitus,0.9929794669151306,90,89,441,541,
imagem,Chrysolampis_mosquitus_230_0.jpg,Chrysolampis mosquitus,0.9896419644355774,90,87,405,553,
imagem,Chrysolampis_mosquitus_270_0.jpg,Chrysolampis mosquitus,0.9292300939559937,91,87,251,551,
imagem,Chrysolampis_mosquitus_284_0.jpg,Chrysolampis mosquitus,0.9744107723236084,85,92,548,497,
imagem,Chrysolampis_mosquitus_297_0.jpg,Chrysolampis mosquitus,0.9648057818412781,86,91,554,316,
imagem,Chrysolampis_mosquitus_44_0.jpg,Chrysolampis mosquitus,0.9607961177825928,71,75,447,425,
imagem,Chrysolampis_mosquitus_87_0.jpg,Chrysolampis mosquitus,0.4444279670715332,92,86,267,553,
imagem,Chrysolampis_mosquitus_95_0.jpg,Chrysolampis mosquitus,0.5064164400100708,90,87,290,548,
imagem,Coereba flaveola_347_0.jpg,Megarynchus pitangua,0.6221219897270203,50,54,329,248,
imagem,Coereba flaveola_568_0.jpg,Coereba flaveola,0.9885067939758301,91,85,502,548,
imagem,Coereba flaveola_747_0.jpg,Coereba flaveola,0.9805189371109009,83,84,518,252,
imagem,Coereba flaveola_930_0.jpg,Coereba flaveola,0.9828586578369141,85,93,549,346,
imagem,Coereba_flaveola_126_0.jpg,Coereba flaveola,0.9666435122489929,80,78,432,493,
imagem,Coereba_flaveola_221_0.jpg,Coereba flaveola,0.9805130958557129,86,90,548,266,
imagem,Coereba_flaveola_30_0.jpg,Coereba flaveola,0.986727774143219,91,89,558,386,
imagem,Coereba_flaveola_67_0.jpg,Coereba flaveola,0.9910258650779724,94,93,535,536,
imagem,Columbina picui_250_0.jpg,Columbina picui,0.9799746870994568,59,51,312,339,
imagem,Columbina picui_46_0.jpg,Columbina picui,0.5386898517608643,87,93,545,432,
imagem,Columbina picui_508_0.jpg,Columbina picui,0.9884827733039856,38,37,200,239,
imagem,Columbina picui_700_0.jpg,Columbina picui,0.9784669876098633,94,87,382,545,
imagem,Columbina picui_97_0.jpg,Columbina picui,0.9862918853759766,90,92,550,376,
imagem,Columbina squammata_397_0.jpg,Columbina squammata,0.9755653142929077,84,92,552,393,
imagem,Columbina squammata_499_0.jpg,Columbina squammata,0.9504746794700623,86,92,554,301,
imagem,Columbina squammata_624_0.jpg,Columbina squammata,0.924059271812439,86,88,547,372,
imagem,Columbina squammata_665_0.jpg,Columbina squammata,0.6935323476791382,89,93,544,492,
imagem,Columbina_picui_114_0.jpg,Columbina picui,0.980680525302887,90,92,547,442,
imagem,Columbina_picui_132_0.jpg,Columbina picui,0.6841787099838257,87,92,551,401,
imagem,Columbina_picui_212_0.jpg,Columbina picui,0.9894557595252991,99,91,548,397,
imagem,Columbina_picui_276_0.jpg,Columbina picui,0.579398512840271,91,94,243,544,
imagem,Columbina_picui_281_0.jpg,Columbina picui,0.5060908198356628,89,95,567,343,
imagem,Columbina_picui_64_0.jpg,Columbina picui,0.9702875018119812,86,93,546,352,
imagem,Columbina_squammata_131_0.jpg,Columbina squammata,0.9680972099304199,92,92,491,555,
imagem,Columbina_squammata_191_0.jpg,Columbina squammata,0.9784528613090515,90,93,556,369,
imagem,Columbina_squammata_19_0.jpg,Columbina squammata,0.975227415561676,86,90,545,282,
imagem,Columbina_squammata_268_0.jpg,Columbina squammata,0.9659916758537292,84,91,552,395,
imagem,Columbina_squammata_38_0.jpg,Columbina squammata,0.9754642248153687,90,89,554,375,
imagem,Columbina_squammata_57_0.jpg,Columbina squammata,0.9861310720443726,91,88,294,549,
imagem,Coragyps atratus_429_0.jpg,Cathartes burrovianus,0.9740734100341797,86,91,551,295,
imagem,Coragyps atratus_791_0.jpg,Coragyps atratus,0.9890443086624146,65,65,303,392,
imagem,Coragyps atratus_8_0.jpg,Cathartes burrovianus,0.9391047954559326,90,90,551,281,
imagem,Coragyps atratus_985_0.jpg,Coragyps atratus,0.9801339507102966,59,61,372,310,
imagem,Coragyps_atratus_123_0.jpg,Coragyps atratus,0.8973264694213867,94,88,392,552,
imagem,Coragyps_atratus_13_0.jpg,Coragyps atratus,0.9516595005989075,84,91,550,499,
imagem,Coragyps_atratus_217_0.jpg,Coragyps atratus,0.9253314733505249,92,98,543,541,
imagem,Coragyps_atratus_344_0.jpg,Coragyps atratus,0.9035879969596863,92,88,343,542,
imagem,Crotophaga ani_358_0.jpg,Crotophaga ani,0.9832600951194763,94,46,403,548,
imagem,Crotophaga ani_445_0.jpg,Crotophaga ani,0.9747303128242493,317,55,581,247,
imagem,Crotophaga ani_445_0.jpg,Crotophaga ani,0.973737359046936,50,53,301,240,
imagem,Crotophaga ani_445_0.jpg,Crotophaga ani,0.9694705009460449,251,278,569,483,
imagem,Crotophaga ani_515_0.jpg,Crotophaga ani,0.994228720664978,86,84,304,521,
imagem,Crotophaga_ani_130_0.jpg,Crotophaga ani,0.9724844694137573,92,93,543,362,
imagem,Crotophaga_ani_141_0.jpg,Crotophaga ani,0.9747211337089539,93,87,303,548,
imagem,Crotophaga_ani_236_0.jpg,Crotophaga ani,0.9779651761054993,88,90,549,296,
imagem,Crotophaga_ani_241_0.jpg,Crotophaga ani,0.9554330110549927,54,97,212,352,
imagem,Crotophaga_ani_241_0.jpg,Crotophaga ani,0.7523968815803528,321,153,597,447,
imagem,Crotophaga_ani_75_0.jpg,Crotophaga ani,0.9559705257415771,91,94,495,549,
imagem,Cyanocorax cyanopogon_151_0.jpg,Cyanocorax cyanopogon,0.8705610632896423,91,92,551,418,
imagem,Cyanocorax cyanopogon_182_0.jpg,Cyanocorax cyanopogon,0.8679104447364807,72,70,415,423,
imagem,Cyanocorax cyanopogon_75_0.jpg,Cyanocorax cyanopogon,0.9880642294883728,30,26,91,170,
imagem,Cyanocorax_cyanopogon_214_0.jpg,Cyanocorax cyanopogon,0.9767864942550659,52,56,334,284,
imagem,Cyanocorax_cyanopogon_21_0.jpg,Cyanocorax cyanopogon,0.9856587052345276,86,90,558,462,
imagem,Cyanocorax_cyanopogon_235_0.jpg,Cyanocorax cyanopogon,0.5489426851272583,90,87,355,564,
imagem,Cyanocorax_cyanopogon_252_0.jpg,Cyanocorax cyanopogon,0.7994732856750488,90,93,546,413,
imagem,Cyanocorax_cyanopogon_265_0.jpg,Cyanocorax cyanopogon,0.9872277975082397,73,73,269,428,
imagem,Cyanocorax_cyanopogon_323_0.jpg,Cyanocorax cyanopogon,0.9928262233734131,93,91,454,546,
imagem,Cyanocorax_cyanopogon_332_0.jpg,Cyanocorax cyanopogon,0.9849108457565308,89,95,551,512,
imagem,Cyclarhis gujanensis_129_0.jpg,Cyclarhis gujanensis,0.945354700088501,66,61,271,397,
imagem,Cyclarhis gujanensis_299_0.jpg,Cyclarhis gujanensis,0.9794560074806213,87,91,547,444,
imagem,Cyclarhis gujanensis_449_0.jpg,Cyclarhis gujanensis,0.9705316424369812,45,48,289,198,
imagem,Cyclarhis gujanensis_614_0.jpg,Cyclarhis gujanensis,0.9561944603919983,81,92,547,461,
imagem,Cyclarhis gujanensis_656_0.jpg,Cyclarhis gujanensis,0.9683448672294617,90,90,548,375,
imagem,Cyclarhis_gujanensis_10_0.jpg,Cyclarhis gujanensis,0.9798865914344788,94,87,278,554,
imagem,Cyclarhis_gujanensis_133_0.jpg,Cyclarhis gujanensis,0.9729442000389099,88,89,297,549,
imagem,Cyclarhis_gujanensis_244_0.jpg,Cyclarhis gujanensis,0.9439847469329834,93,90,335,552,
imagem,Cyclarhis_gujanensis_246_0.jpg,Cyclarhis gujanensis,0.938782274723053,96,92,396,576,
imagem,Cyclarhis_gujanensis_64_0.jpg,Cyclarhis gujanensis,0.9918843507766724,89,88,433,546,
imagem,Dacnis cayana_426_0.jpg,Dacnis cayana,0.9510097503662109,78,78,317,473,
imagem,Dacnis cayana_522_0.jpg,Dacnis cayana,0.9452000856399536,44,45,278,218,
imagem,Dacnis cayana_544_0.jpg,Dacnis cayana,0.9784812927246094,90,94,450,553,
imagem,Dacnis cayana_625_0.jpg,Dacnis cayana,0.9753673672676086,54,54,216,332,
imagem,Dacnis_cayana_136_0.jpg,Dacnis cayana,0.9738449454307556,88,89,550,291,
imagem,Dacnis_cayana_168_0.jpg,Dacnis cayana,0.9426087737083435,92,85,398,547,
imagem,Dacnis_cayana_1_0.jpg,Dacnis cayana,0.9812374711036682,87,89,552,409,
imagem,Dacnis_cayana_207_0.jpg,Dacnis cayana,0.9921155571937561,90,93,552,386,
imagem,Dacnis_cayana_246_0.jpg,Dacnis cayana,0.853827714920044,91,93,550,413,
imagem,Dacnis_cayana_274_0.jpg,Dacnis cayana,0.8422946929931641,81,74,343,470,
imagem,Dacnis_cayana_275_0.jpg,Dacnis cayana,0.9832118153572083,93,90,505,558,
imagem,Dacnis_cayana_48_0.jpg,Dacnis cayana,0.8171117305755615,89,89,553,351,
imagem,Dacnis_cayana_72_0.jpg,Dacnis cayana,0.9454436898231506,67,72,314,404,
imagem,Eupetomena macroura_265_0.jpg,Eupetomena macroura,0.9934536218643188,92,88,310,544,
imagem,Eupetomena macroura_466_0.jpg,Phaethornis pretrei,0.5216729640960693,69,63,188,401,
imagem,Eupetomena macroura_662_0.jpg,Eupetomena macroura,0.838756263256073,81,73,269,492,
imagem,Eupetomena_macroura_118_0.jpg,Eupetomena macroura,0.9461556077003479,92,88,283,548,
imagem,Eupetomena_macroura_160_0.jpg,Eupetomena macroura,0.9787898659706116,91,92,349,557,
imagem,Eupetomena_macroura_211_0.jpg,Eupetomena macroura,0.7754156589508057,90,90,547,544,
imagem,Eupetomena_macroura_242_0.jpg,Eupetomena macroura,0.9785696268081665,91,88,243,548,
imagem,Eupetomena_macroura_34_0.jpg,Eupetomena macroura,0.9799772500991821,59,59,292,336,
imagem,Eupetomena_macroura_373_0.jpg,Eupetomena macroura,0.9909727573394775,89,84,526,549,
imagem,Euphonia chlorotica_35_0.jpg,Euphonia chlorotica,0.9769758582115173,43,43,260,182,
imagem,Euphonia chlorotica_478_0.jpg,Euphonia chlorotica,0.9828798174858093,68,72,438,257,
imagem,Euphonia chlorotica_586_0.jpg,Euphonia chlorotica,0.9779004454612732,46,51,291,185,
imagem,Euphonia_chlorotica_116_0.jpg,Euphonia chlorotica,0.9358623623847961,57,54,268,339,
imagem,Euphonia_chlorotica_120_0.jpg,Euphonia chlorotica,0.9729849100112915,82,75,447,309,
imagem,Euphonia_chlorotica_142_0.jpg,Gnorimopsar chopi,0.8281844854354858,77,70,303,447,
imagem,Euphonia_chlorotica_151_0.jpg,Euphonia chlorotica,0.9763081073760986,82,75,269,468,
imagem,Euphonia_chlorotica_193_0.jpg,Euphonia chlorotica,0.9854355454444885,88,89,464,551,
imagem,Euphonia_chlorotica_198_0.jpg,Euphonia chlorotica,0.9483304619789124,90,92,549,305,
imagem,Euphonia_chlorotica_204_0.jpg,Euphonia chlorotica,0.9791354537010193,86,85,504,321,
imagem,Euphonia_chlorotica_240_0.jpg,Euphonia chlorotica,0.9763720631599426,91,90,549,421,
imagem,Euphonia_chlorotica_262_0.jpg,Euphonia chlorotica,0.8824851512908936,93,95,389,549,
imagem,Euphonia_chlorotica_263_0.jpg,Euphonia chlorotica,0.9398430585861206,68,67,367,412,
imagem,Euphonia_chlorotica_340_0.jpg,Euphonia chlorotica,0.9743955135345459,93,85,442,547,
imagem,Euphonia_chlorotica_57_0.jpg,Euphonia chlorotica,0.9473568201065063,61,55,333,350,
imagem,Euphonia_chlorotica_63_0.jpg,Euphonia chlorotica,0.9834418892860413,89,92,550,386,
imagem,Euphonia_chlorotica_72_0.jpg,Euphonia chlorotica,0.9821887612342834,89,89,546,417,
imagem,Euphonia_chlorotica_76_0.jpg,Euphonia chlorotica,0.964352011680603,88,90,542,449,
imagem,Falco deiroleucus_23_0.jpg,Falco deiroleucus,0.9525051116943359,56,60,363,326,
imagem,Falco_deiroleucus_0_0.jpg,Falco deiroleucus,0.9591571092605591,92,93,336,546,
imagem,Falco_deiroleucus_102_0.jpg,Falco deiroleucus,0.7959473133087158,92,93,348,552,
imagem,Falco_deiroleucus_107_0.jpg,Falco deiroleucus,0.978129506111145,54,46,152,312,
imagem,Falco_deiroleucus_10_0.jpg,Falco deiroleucus,0.6144945025444031,96,88,305,546,
imagem,Falco_deiroleucus_133_0.jpg,Falco deiroleucus,0.97360759973526,84,92,543,421,
imagem,Falco_deiroleucus_151_0.jpg,Falco deiroleucus,0.9891958236694336,91,90,344,551,
imagem,Falco_deiroleucus_156_0.jpg,Falco deiroleucus,0.9812114238739014,90,88,423,550,
imagem,Falco_deiroleucus_157_0.jpg,Falco deiroleucus,0.9801273345947266,55,54,168,329,
imagem,Falco_deiroleucus_16_0.jpg,Falco deiroleucus,0.9759604930877686,90,88,486,551,
imagem,Falco_deiroleucus_184_0.jpg,Falco deiroleucus,0.9727091789245605,76,73,310,451,
imagem,Falco_deiroleucus_232_0.jpg,Falco deiroleucus,0.9758005738258362,52,48,276,312,
imagem,Falco_deiroleucus_237_0.jpg,Falco deiroleucus,0.9682743549346924,92,92,296,547,
imagem,Falco_deiroleucus_241_0.jpg,Falco deiroleucus,0.9718117117881775,89,87,288,549,
imagem,Falco_deiroleucus_250_0.jpg,Falco deiroleucus,0.9779618978500366,44,47,161,292,
imagem,Falco_deiroleucus_96_0.jpg,Falco deiroleucus,0.9280226230621338,81,92,546,374,
imagem,Galbula ruficauda_168_0.jpg,Galbula ruficauda,0.9847709536552429,89,94,432,547,
imagem,Galbula ruficauda_258_0.jpg,Galbula ruficauda,0.9236821532249451,68,64,293,414,
imagem,Galbula ruficauda_340_0.jpg,Galbula ruficauda,0.9827477335929871,78,73,378,477,
imagem,Galbula ruficauda_37_0.jpg,Galbula ruficauda,0.9836839437484741,91,84,379,546,
imagem,Galbula ruficauda_606_0.jpg,Galbula ruficauda,0.9830740094184875,90,90,348,546,
imagem,Galbula ruficauda_763_0.jpg,Galbula ruficauda,0.9778607487678528,42,41,172,260,
imagem,Galbula_ruficauda_111_0.jpg,Galbula ruficauda,0.98974609375,90,86,403,549,
imagem,Galbula_ruficauda_122_0.jpg,Galbula ruficauda,0.9256988763809204,94,90,390,547,
imagem,Galbula_ruficauda_14_0.jpg,Galbula ruficauda,0.9838472008705139,93,90,520,546,
imagem,Galbula_ruficauda_150_0.jpg,Galbula ruficauda,0.9786893725395203,95,91,387,546,
imagem,Galbula_ruficauda_239_0.jpg,Galbula ruficauda,0.9883992671966553,95,92,312,555,
imagem,Galbula_ruficauda_241_0.jpg,Galbula ruficauda,0.7774414420127869,91,87,240,544,
imagem,Galbula_ruficauda_292_0.jpg,Galbula ruficauda,0.9679780602455139,88,90,548,525,
imagem,Galbula_ruficauda_42_0.jpg,Galbula ruficauda,0.9804958701133728,94,85,333,551,
imagem,Galbula_ruficauda_64_0.jpg,Galbula ruficauda,0.9569615125656128,92,84,447,550,
imagem,Galbula_ruficauda_66_0.jpg,Chlorostilbon lucidus,0.6777594089508057,85,86,547,408,
imagem,Galbula_ruficauda_67_0.jpg,Galbula ruficauda,0.9813364148139954,93,93,285,547,
imagem,Gnorimopsar chopi_100_0.jpg,Gnorimopsar chopi,0.9792752861976624,38,40,243,152,
